epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,1063.24,1.07712,1.25549,1.4032,0.67063,0.38124,0.42908,0.27975,1.31425,1.43912,1.76111,0.000753016,0.000753016,0.000753016
28,1103.67,1.03309,1.17182,1.38096,0.49867,0.40144,0.41698,0.28017,1.31145,1.52666,1.72007,0.000747016,0.000747016,0.000747016
29,1144.32,1.03888,1.20401,1.39731,0.58173,0.37218,0.42201,0.27353,1.24898,1.57519,1.68928,0.000741017,0.000741017,0.000741017
30,1182.83,1.01258,1.13166,1.36316,0.38956,0.48995,0.41808,0.27196,1.27377,1.49152,1.68481,0.000735017,0.000735017,0.000735017
31,1221.64,1.04632,1.17322,1.3907,0.35486,0.4778,0.37851,0.25676,1.18829,1.53664,1.63926,0.000729018,0.000729018,0.000729018
32,1261.38,1.02295,1.1269,1.37483,0.67914,0.37478,0.4362,0.28561,1.27291,1.49299,1.71739,0.000723019,0.000723019,0.000723019
33,1301.53,1.03665,1.16744,1.38202,0.63186,0.3391,0.3871,0.24341,1.23993,1.65308,1.62451,0.000717019,0.000717019,0.000717019
34,1340.6,1.02546,1.16385,1.37667,0.66739,0.36744,0.41976,0.27057,1.2196,1.5228,1.67725,0.00071102,0.00071102,0.00071102
35,1378.88,0.96883,1.05628,1.32864,0.60296,0.40093,0.45735,0.2907,1.2669,1.41371,1.68829,0.00070502,0.00070502,0.00070502
36,1418.29,0.98983,1.09549,1.35529,0.663,0.38114,0.40488,0.2635,1.24118,1.52202,1.6464,0.000699021,0.000699021,0.000699021
37,1458.05,1.00719,1.09391,1.36024,0.62925,0.3693,0.40055,0.25586,1.30229,1.51042,1.7228,0.000693022,0.000693022,0.000693022
38,1497.96,0.96958,1.05167,1.33841,0.70135,0.32851,0.39633,0.25949,1.2866,1.51718,1.70577,0.000687022,0.000687022,0.000687022
39,1536.97,0.93405,1.00446,1.30826,0.63575,0.37439,0.40153,0.24923,1.29724,1.529,1.71498,0.000681023,0.000681023,0.000681023
40,1576.4,0.9766,1.02457,1.3256,0.5999,0.3772,0.44763,0.29648,1.27043,1.43139,1.70342,0.000675023,0.000675023,0.000675023
41,1615.73,0.94057,0.9947,1.31221,0.45951,0.42702,0.41112,0.2804,1.2265,1.54356,1.66497,0.000669024,0.000669024,0.000669024
42,1656.64,0.95738,1.04748,1.32863,0.62274,0.39916,0.42218,0.27799,1.17891,1.454,1.61363,0.000663025,0.000663025,0.000663025
43,1695.35,0.93631,0.9932,1.30975,0.67305,0.35004,0.40655,0.27295,1.22502,1.43522,1.65393,0.000657025,0.000657025,0.000657025
44,1734.25,0.91993,0.98366,1.29855,0.64042,0.391,0.44138,0.29499,1.25208,1.43861,1.71572,0.000651026,0.000651026,0.000651026
45,1774.83,0.94799,1.03613,1.32033,0.50807,0.45451,0.43039,0.28248,1.20716,1.52679,1.63664,0.000645026,0.000645026,0.000645026
46,1814.88,0.931,1.00398,1.30991,0.50623,0.4927,0.44047,0.29073,1.2406,1.46944,1.66719,0.000639027,0.000639027,0.000639027
47,1854.25,0.92645,1.00731,1.29634,0.56717,0.40882,0.41056,0.27039,1.20075,1.36381,1.63643,0.000633028,0.000633028,0.000633028
48,1893.57,0.93259,0.97925,1.31057,0.63586,0.38759,0.45586,0.30107,1.16069,1.55887,1.62488,0.000627028,0.000627028,0.000627028
49,1932.22,0.91459,0.95603,1.2805,0.64652,0.44118,0.45345,0.29897,1.22003,1.31354,1.67683,0.000621029,0.000621029,0.000621029
50,1971.32,0.91578,0.95313,1.29994,0.50134,0.41223,0.42955,0.27796,1.27141,1.37958,1.6831,0.000615029,0.000615029,0.000615029
51,2011.01,0.88256,0.94266,1.27392,0.6174,0.38325,0.40919,0.26816,1.22494,1.46842,1.66134,0.00060903,0.00060903,0.00060903
52,2051.31,0.88946,0.92505,1.27424,0.70795,0.36647,0.4807,0.31361,1.20539,1.38261,1.68438,0.000603031,0.000603031,0.000603031
53,2094.72,0.87741,0.91546,1.25464,0.5072,0.50062,0.46984,0.30852,1.15729,1.3848,1.58691,0.000597031,0.000597031,0.000597031
54,2137.55,0.88316,0.94527,1.27299,0.61545,0.4304,0.44781,0.29948,1.17511,1.33379,1.65966,0.000591032,0.000591032,0.000591032
55,2177.49,0.86252,0.8913,1.25693,0.49587,0.51423,0.46379,0.29916,1.20299,1.42162,1.67973,0.000585032,0.000585032,0.000585032
56,2217.75,0.89811,0.93832,1.28083,0.43971,0.50538,0.45585,0.2875,1.15744,1.4219,1.62055,0.000579033,0.000579033,0.000579033
57,2258.07,0.86678,0.90194,1.26343,0.60067,0.43074,0.43629,0.28741,1.1291,1.46827,1.56769,0.000573034,0.000573034,0.000573034
58,2297.51,0.85665,0.89988,1.24504,0.71207,0.38031,0.45988,0.31592,1.17281,1.46391,1.59929,0.000567034,0.000567034,0.000567034
59,2336.65,0.83165,0.84295,1.23965,0.65447,0.38548,0.46436,0.31452,1.24631,1.44333,1.68432,0.000561035,0.000561035,0.000561035
60,2378.85,0.86577,0.88108,1.23777,0.54053,0.43017,0.47379,0.32097,1.13609,1.3704,1.56625,0.000555035,0.000555035,0.000555035
61,2421.16,0.86337,0.87997,1.2564,0.70799,0.41866,0.48003,0.3369,1.16431,1.37241,1.59885,0.000549036,0.000549036,0.000549036
62,2461.84,0.85,0.86672,1.25188,0.68474,0.42904,0.47282,0.32707,1.12089,1.48752,1.5362,0.000543037,0.000543037,0.000543037
63,2502.89,0.86379,0.88416,1.25381,0.54952,0.54472,0.49809,0.33052,1.14948,1.41847,1.61418,0.000537037,0.000537037,0.000537037
64,2543.62,0.8708,0.89947,1.25764,0.65206,0.46626,0.49821,0.3181,1.20425,1.38819,1.65287,0.000531038,0.000531038,0.000531038
65,2583.53,0.86631,0.88246,1.26098,0.48286,0.52167,0.47349,0.332,1.12283,1.43668,1.57876,0.000525038,0.000525038,0.000525038
66,2622.84,0.82462,0.82388,1.21698,0.58135,0.45791,0.4772,0.32465,1.15879,1.47777,1.60185,0.000519039,0.000519039,0.000519039
67,2661.57,0.83785,0.83572,1.23277,0.5824,0.46793,0.45314,0.30297,1.23519,1.44452,1.70234,0.00051304,0.00051304,0.00051304
68,2702.79,0.82388,0.82839,1.22197,0.64468,0.43714,0.47709,0.32082,1.13398,1.49136,1.59046,0.00050704,0.00050704,0.00050704
69,2743.41,0.85701,0.86098,1.25207,0.68774,0.41832,0.48,0.31492,1.24126,1.35197,1.72204,0.000501041,0.000501041,0.000501041
70,2781.54,0.80545,0.79349,1.2037,0.53256,0.4834,0.46867,0.31555,1.16589,1.42943,1.64891,0.000495041,0.000495041,0.000495041
71,2822.52,0.83947,0.86005,1.24343,0.45935,0.48594,0.43995,0.29788,1.16758,1.47017,1.66073,0.000489042,0.000489042,0.000489042
72,2863.25,0.82233,0.83294,1.2261,0.61902,0.44552,0.47249,0.32038,1.16509,1.40954,1.63725,0.000483043,0.000483043,0.000483043
73,2902.74,0.80592,0.80174,1.21392,0.65558,0.42224,0.45105,0.29951,1.16459,1.38403,1.62401,0.000477043,0.000477043,0.000477043
74,2942.16,0.76893,0.7364,1.1698,0.49848,0.46634,0.46614,0.31989,1.18191,1.52374,1.65134,0.000471044,0.000471044,0.000471044
75,2981.34,0.78566,0.78082,1.18897,0.52693,0.46836,0.45537,0.30429,1.13253,1.38695,1.60118,0.000465044,0.000465044,0.000465044
76,3020.2,0.80607,0.79531,1.20931,0.57157,0.45297,0.44734,0.30035,1.13489,1.51316,1.61565,0.000459045,0.000459045,0.000459045
77,3060,0.80886,0.82269,1.21747,0.70279,0.36932,0.44766,0.30574,1.13265,1.42225,1.61234,0.000453046,0.000453046,0.000453046
78,3099.46,0.76362,0.74694,1.17421,0.69389,0.40689,0.47413,0.31895,1.14305,1.49743,1.5889,0.000447046,0.000447046,0.000447046
79,3139,0.78609,0.77771,1.20027,0.65585,0.41965,0.43821,0.28643,1.22117,1.564,1.71482,0.000441047,0.000441047,0.000441047
80,3177.93,0.80238,0.78505,1.20765,0.66916,0.3948,0.43839,0.28824,1.19954,1.44039,1.66552,0.000435047,0.000435047,0.000435047
81,3218.56,0.77613,0.76002,1.18243,0.58402,0.44256,0.46565,0.30337,1.1506,1.40998,1.61258,0.000429048,0.000429048,0.000429048
82,3257.34,0.78254,0.78162,1.19772,0.5967,0.44464,0.45618,0.30943,1.14467,1.49131,1.6251,0.000423049,0.000423049,0.000423049
83,3297.74,0.77444,0.75771,1.19377,0.5939,0.45185,0.45289,0.30104,1.25876,1.59423,1.73231,0.000417049,0.000417049,0.000417049
84,3335.55,0.77266,0.75703,1.19124,0.58037,0.45109,0.47766,0.31599,1.18862,1.47182,1.65961,0.00041105,0.00041105,0.00041105
85,3374.16,0.76992,0.75064,1.18226,0.65872,0.44858,0.46486,0.30471,1.18208,1.47716,1.668,0.00040505,0.00040505,0.00040505
86,3412.06,0.78182,0.77244,1.2018,0.48066,0.47749,0.43872,0.28509,1.20104,1.59747,1.66745,0.000399051,0.000399051,0.000399051
87,3449.46,0.73352,0.71954,1.16526,0.54741,0.47356,0.46022,0.3094,1.21373,1.54462,1.66445,0.000393052,0.000393052,0.000393052
88,3487.59,0.72347,0.7118,1.16238,0.64906,0.41537,0.437,0.29865,1.16391,1.54183,1.63316,0.000387052,0.000387052,0.000387052
89,3526.28,0.75347,0.75913,1.18255,0.60492,0.45297,0.44301,0.2966,1.159,1.44985,1.6274,0.000381053,0.000381053,0.000381053
90,3564.32,0.75401,0.73867,1.17686,0.65719,0.41964,0.43569,0.29733,1.15578,1.43875,1.66034,0.000375053,0.000375053,0.000375053
91,3602.99,0.73209,0.73287,1.16475,0.70139,0.39296,0.45853,0.30574,1.13704,1.32316,1.62538,0.000369054,0.000369054,0.000369054
