epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
70,2883.07,1.14352,1.09353,1.46534,0.61857,0.40892,0.4047,0.25854,1.30298,1.40561,1.71737,0.000495041,0.000495041,0.000495041
71,2923.84,1.14009,1.11156,1.47268,0.69744,0.39999,0.42575,0.26493,1.32731,1.32727,1.71516,0.000489042,0.000489042,0.000489042
72,2964.71,1.13339,1.09874,1.45887,0.69061,0.41644,0.44573,0.27601,1.33276,1.31426,1.71981,0.000483043,0.000483043,0.000483043
73,3005.5,1.13599,1.09197,1.45866,0.67428,0.39325,0.4397,0.27219,1.32817,1.35171,1.74436,0.000477043,0.000477043,0.000477043
74,3046.05,1.11176,1.05245,1.42924,0.67529,0.37455,0.42104,0.26332,1.3364,1.47268,1.73876,0.000471044,0.000471044,0.000471044
75,3088.14,1.14747,1.10736,1.47034,0.65399,0.38598,0.40495,0.25921,1.34948,1.48717,1.76295,0.000465044,0.000465044,0.000465044
76,3129.39,1.14984,1.11269,1.47559,0.63639,0.42653,0.41806,0.26009,1.38764,1.38957,1.73498,0.000459045,0.000459045,0.000459045
77,3171.09,1.11751,1.07524,1.44493,0.70944,0.35319,0.42154,0.26883,1.31355,1.35178,1.68265,0.000453046,0.000453046,0.000453046
78,3211.94,1.12879,1.08839,1.45136,0.74251,0.39569,0.41881,0.2629,1.32844,1.4015,1.72677,0.000447046,0.000447046,0.000447046
79,3252.67,1.11706,1.06402,1.44412,0.60547,0.38368,0.39373,0.25553,1.32674,1.44803,1.72963,0.000441047,0.000441047,0.000441047
80,3293.92,1.13532,1.0773,1.45661,0.68921,0.41731,0.4094,0.25336,1.39002,1.43559,1.78142,0.000435047,0.000435047,0.000435047
81,3334.19,1.09964,1.0389,1.43494,0.6431,0.35298,0.39572,0.24626,1.36253,1.48083,1.73377,0.000429048,0.000429048,0.000429048
82,3375.12,1.10413,1.04694,1.43003,0.72153,0.34184,0.39254,0.24434,1.32208,1.49741,1.69933,0.000423049,0.000423049,0.000423049
83,3416.07,1.08601,1.00682,1.42245,0.66373,0.37025,0.40883,0.25745,1.353,1.44355,1.7352,0.000417049,0.000417049,0.000417049
84,3457.39,1.10661,1.07229,1.45516,0.68182,0.36426,0.42436,0.27313,1.31143,1.41556,1.75602,0.00041105,0.00041105,0.00041105
85,3502.31,1.08597,1.01813,1.41748,0.6921,0.35799,0.41625,0.25808,1.36749,1.50016,1.77689,0.00040505,0.00040505,0.00040505
86,3544.7,1.11187,1.05329,1.42887,0.61726,0.40492,0.39917,0.25199,1.38768,1.47571,1.79245,0.000399051,0.000399051,0.000399051
87,3585.6,1.088,1.02357,1.42053,0.64124,0.39122,0.40609,0.24961,1.48206,1.41168,1.88541,0.000393052,0.000393052,0.000393052
88,3626.79,1.12767,1.03883,1.44091,0.65605,0.40586,0.41634,0.25223,1.42364,1.39256,1.79846,0.000387052,0.000387052,0.000387052
89,3667.23,1.08031,1.00968,1.42384,0.67059,0.37277,0.4223,0.27002,1.35343,1.31628,1.74037,0.000381053,0.000381053,0.000381053
