epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,986.933,1.13842,1.4813,1.46436,0.55669,0.33879,0.36797,0.23253,1.26763,1.65266,1.65404,0.00071102,0.00071102,0.00071102
24,1032.53,1.14814,1.46435,1.47042,0.36252,0.33221,0.35427,0.21719,1.26882,1.68262,1.66642,0.000702021,0.000702021,0.000702021
25,1076.05,1.15494,1.4657,1.47245,0.34285,0.3735,0.35549,0.22691,1.25415,1.72914,1.70143,0.000693022,0.000693022,0.000693022
26,1120.53,1.14702,1.48603,1.47699,0.54354,0.34314,0.35131,0.2244,1.20366,1.66199,1.62885,0.000684022,0.000684022,0.000684022
27,1165.25,1.14278,1.46848,1.45804,0.398,0.39881,0.3637,0.22728,1.26896,1.66187,1.6741,0.000675023,0.000675023,0.000675023
28,1210.68,1.1161,1.39054,1.44179,0.35813,0.39257,0.35472,0.21172,1.30933,1.63187,1.70864,0.000666024,0.000666024,0.000666024
29,1256.14,1.0904,1.37952,1.43158,0.60628,0.37429,0.4025,0.24992,1.2196,1.52793,1.64078,0.000657025,0.000657025,0.000657025
30,1301.28,1.08239,1.341,1.41153,0.55846,0.3463,0.37299,0.23177,1.32111,1.61935,1.7063,0.000648026,0.000648026,0.000648026
31,1349.55,1.11302,1.3741,1.43175,0.53113,0.39109,0.38183,0.23212,1.22753,1.57786,1.62521,0.000639027,0.000639027,0.000639027
32,1395.52,1.09472,1.35848,1.42224,0.56041,0.43668,0.39667,0.24503,1.24386,1.60247,1.62218,0.000630028,0.000630028,0.000630028
33,1441.19,1.11497,1.37051,1.42509,0.47056,0.40307,0.3676,0.22131,1.21125,1.75419,1.58973,0.000621029,0.000621029,0.000621029
34,1485.51,1.11554,1.38561,1.43833,0.58518,0.39224,0.39238,0.24089,1.22411,1.6097,1.62516,0.00061203,0.00061203,0.00061203
35,1528.11,1.0411,1.26631,1.37428,0.59955,0.37257,0.41971,0.25086,1.25607,1.50225,1.62664,0.000603031,0.000603031,0.000603031
36,1572.88,1.07061,1.29784,1.40842,0.39635,0.41999,0.36802,0.23505,1.20606,1.61442,1.60083,0.000594031,0.000594031,0.000594031
37,1617.54,1.08202,1.30958,1.41041,0.68346,0.30086,0.38161,0.22484,1.24624,1.5851,1.65481,0.000585032,0.000585032,0.000585032
38,1662.76,1.06214,1.27338,1.40233,0.58848,0.37199,0.38138,0.22802,1.31875,1.53822,1.74814,0.000576033,0.000576033,0.000576033
39,1705.77,1.01246,1.20379,1.35868,0.64307,0.3387,0.39035,0.23526,1.27858,1.57896,1.64666,0.000567034,0.000567034,0.000567034
40,1750.03,1.05055,1.23006,1.37762,0.60665,0.36554,0.39812,0.2493,1.25509,1.57296,1.62864,0.000558035,0.000558035,0.000558035
41,1794.81,1.01968,1.19593,1.36437,0.64553,0.34303,0.39266,0.24374,1.24071,1.57303,1.61858,0.000549036,0.000549036,0.000549036
42,1839.7,1.04431,1.23596,1.37783,0.55075,0.38223,0.40303,0.24228,1.28774,1.43054,1.66452,0.000540037,0.000540037,0.000540037
43,1883.32,1.01776,1.19897,1.35918,0.58373,0.41216,0.43983,0.27953,1.20882,1.45272,1.62575,0.000531038,0.000531038,0.000531038
44,1925.9,1.01198,1.18418,1.35157,0.56924,0.47086,0.46449,0.28818,1.23779,1.47264,1.64225,0.000522039,0.000522039,0.000522039
45,1967.33,1.03798,1.22763,1.37711,0.64416,0.38971,0.41558,0.26399,1.16556,1.44256,1.58127,0.00051304,0.00051304,0.00051304
46,2008.84,1.00385,1.18015,1.36169,0.5722,0.37607,0.39943,0.25678,1.20369,1.42842,1.63965,0.00050404,0.00050404,0.00050404
47,2049.61,1.00893,1.18594,1.35208,0.61708,0.3722,0.38945,0.25726,1.22412,1.45998,1.66302,0.000495041,0.000495041,0.000495041
48,2090.96,1.01655,1.18328,1.36655,0.58269,0.42446,0.42835,0.27329,1.2195,1.47132,1.63477,0.000486042,0.000486042,0.000486042
49,2131.86,0.99428,1.15307,1.32879,0.60438,0.38917,0.43785,0.2746,1.19483,1.46847,1.61553,0.000477043,0.000477043,0.000477043
50,2173.89,1.00675,1.14641,1.35476,0.47984,0.49592,0.45964,0.27351,1.22056,1.41733,1.61271,0.000468044,0.000468044,0.000468044
51,2214.92,0.97503,1.13567,1.33624,0.60558,0.38324,0.38828,0.25456,1.22471,1.39346,1.635,0.000459045,0.000459045,0.000459045
52,2256.47,0.97606,1.11507,1.33092,0.45057,0.39061,0.3966,0.25689,1.15973,1.43367,1.61606,0.000450046,0.000450046,0.000450046
53,2298.36,0.9692,1.10235,1.31422,0.60399,0.35356,0.41887,0.25943,1.23933,1.55719,1.66439,0.000441047,0.000441047,0.000441047
54,2339.99,0.97753,1.10368,1.33344,0.66686,0.34488,0.42618,0.26943,1.17615,1.43955,1.59853,0.000432048,0.000432048,0.000432048
55,2381.82,0.93801,1.05759,1.30567,0.57858,0.44334,0.46317,0.29103,1.17404,1.3262,1.6049,0.000423049,0.000423049,0.000423049
56,2424.44,0.97882,1.12309,1.3338,0.67258,0.39125,0.46408,0.29432,1.19158,1.36712,1.61669,0.000414049,0.000414049,0.000414049
57,2466.84,0.96012,1.07629,1.32405,0.68651,0.37568,0.46096,0.27117,1.17954,1.41416,1.60394,0.00040505,0.00040505,0.00040505
58,2510.03,0.93999,1.06457,1.29764,0.59867,0.41258,0.43935,0.26347,1.20792,1.38065,1.6302,0.000396051,0.000396051,0.000396051
59,2552.13,0.91172,0.99844,1.28964,0.57049,0.44514,0.47191,0.27467,1.26544,1.42572,1.68083,0.000387052,0.000387052,0.000387052
60,2595.77,0.94884,1.03896,1.28514,0.53498,0.46884,0.44981,0.28325,1.19311,1.40161,1.61919,0.000378053,0.000378053,0.000378053
61,2638.84,0.94969,1.0479,1.30983,0.60401,0.42474,0.46636,0.29723,1.16732,1.40078,1.60502,0.000369054,0.000369054,0.000369054
62,2681.62,0.93921,1.03101,1.30708,0.5032,0.52089,0.46497,0.29748,1.142,1.39226,1.57505,0.000360055,0.000360055,0.000360055
63,2726.76,0.95414,1.07711,1.31151,0.61157,0.44607,0.44496,0.27504,1.19975,1.4063,1.64602,0.000351056,0.000351056,0.000351056
64,2771.17,0.96662,1.07069,1.31963,0.66703,0.39559,0.45117,0.28646,1.19276,1.40611,1.63082,0.000342057,0.000342057,0.000342057
65,2814.92,0.95226,1.04593,1.3107,0.55195,0.44515,0.4629,0.29278,1.15801,1.38651,1.56808,0.000333058,0.000333058,0.000333058
66,2857.27,0.9114,1.00205,1.27682,0.59675,0.4035,0.4224,0.27695,1.13131,1.40574,1.55834,0.000324058,0.000324058,0.000324058
67,2899.77,0.9079,1.00347,1.28089,0.37883,0.52702,0.43552,0.27889,1.14794,1.36387,1.58647,0.000315059,0.000315059,0.000315059
68,2942.97,0.90879,0.99194,1.27342,0.60455,0.4038,0.43569,0.27948,1.23241,1.45075,1.64193,0.00030606,0.00030606,0.00030606
69,2986.3,0.94307,1.0174,1.30214,0.50494,0.48591,0.46055,0.27769,1.17426,1.46844,1.62726,0.000297061,0.000297061,0.000297061
70,3028.67,0.89887,0.96518,1.26211,0.56646,0.46368,0.47528,0.29125,1.16493,1.35229,1.63273,0.000288062,0.000288062,0.000288062
71,3073.42,0.93203,1.03384,1.30304,0.64977,0.39276,0.44459,0.27564,1.17697,1.37198,1.63539,0.000279063,0.000279063,0.000279063
72,3117.02,0.91066,0.99699,1.28011,0.40764,0.4298,0.42194,0.27047,1.19671,1.36813,1.63251,0.000270064,0.000270064,0.000270064
73,3161.66,0.89627,0.95996,1.26809,0.45061,0.43955,0.43094,0.28238,1.16307,1.35857,1.59661,0.000261065,0.000261065,0.000261065
74,3203.52,0.85768,0.90886,1.22369,0.44339,0.46765,0.44023,0.28367,1.16066,1.42186,1.59316,0.000252066,0.000252066,0.000252066
75,3246.07,0.88373,0.94366,1.24566,0.58474,0.41165,0.4123,0.26959,1.18364,1.41014,1.60488,0.000243067,0.000243067,0.000243067
76,3288.36,0.89084,0.95458,1.2589,0.50754,0.48922,0.46323,0.29143,1.20669,1.42146,1.64767,0.000234068,0.000234068,0.000234068
77,3331.09,0.90798,0.98132,1.28037,0.53975,0.43532,0.43764,0.28365,1.21141,1.43272,1.62005,0.000225068,0.000225068,0.000225068
78,3374.22,0.85396,0.91648,1.22659,0.51073,0.4819,0.45157,0.28724,1.15041,1.38296,1.59697,0.000216069,0.000216069,0.000216069
79,3418.17,0.86792,0.93613,1.2465,0.55597,0.39071,0.43165,0.2812,1.14997,1.47183,1.60784,0.00020707,0.00020707,0.00020707
80,3461.79,0.87892,0.94934,1.25188,0.61588,0.39797,0.4282,0.2741,1.13994,1.4806,1.5784,0.000198071,0.000198071,0.000198071
81,3505.18,0.85427,0.91659,1.23598,0.6082,0.41752,0.45627,0.28067,1.16351,1.35899,1.61851,0.000189072,0.000189072,0.000189072
82,3548.64,0.88407,0.95576,1.26383,0.54257,0.46986,0.46886,0.28945,1.1493,1.34628,1.61161,0.000180073,0.000180073,0.000180073
