epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,845.493,1.2391,1.6344,1.29534,0.52327,0.45811,0.45757,0.28977,1.31018,1.68628,1.37775,0.000783013,0.000783013,0.000783013
16,900.713,1.24593,1.62697,1.29835,0.55635,0.44956,0.48395,0.31448,1.28558,1.62602,1.33447,0.000774013,0.000774013,0.000774013
17,955.7,1.22461,1.59871,1.28851,0.56216,0.47238,0.49765,0.31974,1.2687,1.588,1.33499,0.000765014,0.000765014,0.000765014
18,1010.93,1.20836,1.55571,1.27164,0.61444,0.43943,0.49292,0.32468,1.28663,1.58311,1.34023,0.000756015,0.000756015,0.000756015
19,1066.03,1.19776,1.55138,1.2683,0.59124,0.48514,0.51916,0.3451,1.23902,1.54421,1.33845,0.000747016,0.000747016,0.000747016
20,1121.09,1.19449,1.51809,1.26406,0.56855,0.47932,0.50998,0.33912,1.23768,1.52755,1.31267,0.000738017,0.000738017,0.000738017
21,1177.34,1.18151,1.49174,1.25301,0.58639,0.50202,0.52218,0.34482,1.23703,1.5303,1.30581,0.000729018,0.000729018,0.000729018
22,1233.82,1.18187,1.50828,1.2576,0.62708,0.47303,0.53132,0.35204,1.2517,1.5135,1.32512,0.000720019,0.000720019,0.000720019
23,1290.84,1.17544,1.4733,1.25372,0.61494,0.47483,0.51677,0.34178,1.24684,1.52554,1.32162,0.00071102,0.00071102,0.00071102
24,1348.47,1.16816,1.47291,1.24711,0.63061,0.48032,0.52537,0.34597,1.24074,1.55664,1.31487,0.000702021,0.000702021,0.000702021
25,1405.8,1.15859,1.44249,1.24383,0.66138,0.47809,0.53364,0.35475,1.25508,1.51308,1.32426,0.000693022,0.000693022,0.000693022
26,1462.2,1.14764,1.42643,1.23209,0.5899,0.48158,0.5195,0.34445,1.22885,1.50121,1.30388,0.000684022,0.000684022,0.000684022
27,1518.71,1.13864,1.41309,1.22887,0.6268,0.47638,0.52593,0.34755,1.22996,1.50421,1.30414,0.000675023,0.000675023,0.000675023
28,1575.03,1.14381,1.38607,1.22485,0.6169,0.49143,0.53024,0.34909,1.24248,1.4854,1.30737,0.000666024,0.000666024,0.000666024
29,1631.82,1.12597,1.36733,1.2263,0.58045,0.51318,0.53197,0.35862,1.21435,1.47572,1.28829,0.000657025,0.000657025,0.000657025
30,1688.3,1.12497,1.35423,1.22046,0.59992,0.50373,0.53035,0.35645,1.20004,1.46668,1.27642,0.000648026,0.000648026,0.000648026
31,1744.82,1.12695,1.36096,1.21951,0.6259,0.50332,0.55044,0.36794,1.21,1.45177,1.29039,0.000639027,0.000639027,0.000639027
32,1801.59,1.11267,1.32475,1.20657,0.65607,0.48712,0.53897,0.36575,1.18755,1.44621,1.28562,0.000630028,0.000630028,0.000630028
33,1858.15,1.11483,1.32365,1.20705,0.56967,0.51365,0.52552,0.35805,1.22323,1.46195,1.30442,0.000621029,0.000621029,0.000621029
34,1915.18,1.10821,1.31444,1.20055,0.59718,0.49495,0.53396,0.35655,1.21553,1.43831,1.29551,0.00061203,0.00061203,0.00061203
35,1970.09,1.11337,1.30928,1.20548,0.63094,0.49734,0.53709,0.36304,1.22653,1.47376,1.30132,0.000603031,0.000603031,0.000603031
36,2024.73,1.09543,1.28747,1.1942,0.63441,0.49467,0.54317,0.37012,1.21445,1.43347,1.29077,0.000594031,0.000594031,0.000594031
37,2079.73,1.10242,1.29029,1.19903,0.63002,0.49927,0.55073,0.36991,1.21489,1.42624,1.29218,0.000585032,0.000585032,0.000585032
38,2134.3,1.08252,1.27538,1.18463,0.65452,0.49497,0.54906,0.36819,1.21692,1.40861,1.29138,0.000576033,0.000576033,0.000576033
39,2189.34,1.077,1.25176,1.18824,0.58369,0.52832,0.55954,0.38002,1.19184,1.4133,1.27397,0.000567034,0.000567034,0.000567034
40,2243.45,1.07462,1.22405,1.1827,0.66699,0.49691,0.56001,0.38029,1.19827,1.40546,1.27978,0.000558035,0.000558035,0.000558035
41,2298.1,1.07601,1.23189,1.17842,0.65009,0.4914,0.54978,0.37686,1.19836,1.39718,1.27978,0.000549036,0.000549036,0.000549036
42,2352.46,1.0628,1.21635,1.17416,0.65534,0.51507,0.56479,0.38611,1.20356,1.38073,1.27898,0.000540037,0.000540037,0.000540037
43,2407.09,1.05464,1.20875,1.17776,0.65683,0.50968,0.56352,0.38151,1.20194,1.37667,1.28722,0.000531038,0.000531038,0.000531038
44,2461.48,1.05354,1.20934,1.17055,0.65371,0.48051,0.5465,0.36571,1.21092,1.44325,1.29432,0.000522039,0.000522039,0.000522039
45,2516.27,1.04545,1.17722,1.16482,0.65047,0.5043,0.56415,0.38742,1.19351,1.37793,1.28343,0.00051304,0.00051304,0.00051304
46,2572.82,1.05794,1.17135,1.159,0.66524,0.50223,0.55676,0.3767,1.20173,1.39092,1.27373,0.00050404,0.00050404,0.00050404
47,2630.34,1.05381,1.16755,1.15512,0.64676,0.5129,0.56218,0.38286,1.19257,1.36621,1.27997,0.000495041,0.000495041,0.000495041
48,2687.95,1.03537,1.15616,1.15535,0.66542,0.51454,0.56091,0.38778,1.19311,1.40905,1.28163,0.000486042,0.000486042,0.000486042
49,2745.09,1.04579,1.15837,1.16244,0.64764,0.52578,0.56998,0.39168,1.1789,1.35878,1.26967,0.000477043,0.000477043,0.000477043
50,2801.32,1.03557,1.13704,1.15337,0.68375,0.49304,0.55999,0.38993,1.18626,1.36253,1.26708,0.000468044,0.000468044,0.000468044
51,2856.33,1.02135,1.13501,1.14825,0.68828,0.48232,0.5571,0.38271,1.19945,1.40742,1.28366,0.000459045,0.000459045,0.000459045
52,2911.71,1.03245,1.119,1.1512,0.67176,0.5012,0.56633,0.38636,1.20325,1.38435,1.28272,0.000450046,0.000450046,0.000450046
53,2970.86,1.0223,1.11365,1.14191,0.65188,0.5163,0.57252,0.39017,1.1861,1.34638,1.27688,0.000441047,0.000441047,0.000441047
54,3028.75,1.01843,1.12024,1.14029,0.63936,0.53716,0.57487,0.38573,1.1924,1.34804,1.27769,0.000432048,0.000432048,0.000432048
55,3086.4,1.01719,1.09127,1.1408,0.70905,0.48955,0.56563,0.38713,1.19875,1.38589,1.28838,0.000423049,0.000423049,0.000423049
56,3144.65,1.01287,1.08865,1.13873,0.67549,0.50781,0.56788,0.38823,1.1889,1.38534,1.2765,0.000414049,0.000414049,0.000414049
57,3202.42,1.00579,1.07836,1.13573,0.65923,0.52088,0.5681,0.39107,1.18484,1.36247,1.26674,0.00040505,0.00040505,0.00040505
58,3259.57,0.99648,1.06616,1.12838,0.65814,0.52263,0.57337,0.39341,1.19024,1.36573,1.26815,0.000396051,0.000396051,0.000396051
59,3319.11,0.99629,1.06074,1.12845,0.6658,0.51606,0.57517,0.39128,1.20314,1.35761,1.28177,0.000387052,0.000387052,0.000387052
60,3377.07,0.9953,1.06316,1.12384,0.6294,0.54327,0.57116,0.39445,1.18973,1.37494,1.27576,0.000378053,0.000378053,0.000378053
61,3439.5,0.98462,1.04397,1.12527,0.66531,0.50918,0.57158,0.39605,1.18105,1.3413,1.25987,0.000369054,0.000369054,0.000369054
62,3498.83,0.98529,1.03789,1.11935,0.66045,0.51727,0.57787,0.4001,1.17213,1.33087,1.26527,0.000360055,0.000360055,0.000360055
63,3558.53,0.98091,1.02999,1.11885,0.63701,0.54374,0.57779,0.40104,1.17413,1.35179,1.26572,0.000351056,0.000351056,0.000351056
64,3618.13,0.9915,1.03869,1.12111,0.63497,0.54162,0.5725,0.3946,1.17904,1.35928,1.26421,0.000342057,0.000342057,0.000342057
65,3676.17,0.98084,1.02373,1.1143,0.66441,0.52796,0.57366,0.39283,1.18938,1.37921,1.28001,0.000333058,0.000333058,0.000333058
66,3735.01,0.98546,1.00751,1.11399,0.64539,0.53619,0.57089,0.39544,1.17199,1.36532,1.26327,0.000324058,0.000324058,0.000324058
67,3793.67,0.95843,0.98883,1.10482,0.67291,0.52512,0.5761,0.39645,1.1873,1.37452,1.28104,0.000315059,0.000315059,0.000315059
68,3852.19,0.96933,0.99638,1.10964,0.71138,0.49372,0.57336,0.40094,1.17384,1.35212,1.26228,0.00030606,0.00030606,0.00030606
69,3911.29,0.95242,0.97677,1.10507,0.65603,0.54207,0.57945,0.39993,1.17435,1.37627,1.26225,0.000297061,0.000297061,0.000297061
70,3970.24,0.94844,0.97245,1.1012,0.71864,0.49987,0.57729,0.40241,1.1932,1.37042,1.27909,0.000288062,0.000288062,0.000288062
71,4028.9,0.95292,0.97914,1.09892,0.65638,0.52476,0.57335,0.39977,1.1683,1.3614,1.25204,0.000279063,0.000279063,0.000279063
72,4088.03,0.95657,0.97415,1.09772,0.6475,0.52401,0.57548,0.39568,1.19407,1.38475,1.27215,0.000270064,0.000270064,0.000270064
73,4147.73,0.94281,0.9525,1.09409,0.67595,0.51419,0.5772,0.39832,1.18914,1.35593,1.27673,0.000261065,0.000261065,0.000261065
74,4201.26,0.95923,0.96832,1.09993,0.65461,0.53851,0.57628,0.39729,1.18683,1.37852,1.27572,0.000252066,0.000252066,0.000252066
75,4254.02,0.94234,0.94925,1.09873,0.68182,0.51784,0.57846,0.39718,1.18252,1.36044,1.27455,0.000243067,0.000243067,0.000243067
76,4307.02,0.94681,0.94019,1.09033,0.65278,0.53196,0.57856,0.40057,1.1799,1.37154,1.27462,0.000234068,0.000234068,0.000234068
77,4361,0.93567,0.9351,1.08705,0.67413,0.52779,0.57118,0.39656,1.18153,1.38134,1.27824,0.000225068,0.000225068,0.000225068
78,4417.77,0.9372,0.94098,1.09164,0.66278,0.53393,0.57566,0.39755,1.1783,1.38435,1.27184,0.000216069,0.000216069,0.000216069
79,4474.6,0.93597,0.93069,1.08838,0.67319,0.51948,0.57165,0.39576,1.1839,1.39598,1.27143,0.00020707,0.00020707,0.00020707
80,4531.61,0.92809,0.91017,1.08334,0.69694,0.51174,0.57304,0.39563,1.1795,1.38213,1.27113,0.000198071,0.000198071,0.000198071
81,4588.76,0.92387,0.91216,1.08366,0.67172,0.51739,0.57236,0.39606,1.18398,1.38585,1.27253,0.000189072,0.000189072,0.000189072
82,4646.19,0.92668,0.91055,1.08831,0.66593,0.53089,0.57776,0.39907,1.19221,1.37076,1.287,0.000180073,0.000180073,0.000180073
83,4703.37,0.9177,0.90503,1.07795,0.66679,0.52225,0.57203,0.39461,1.1897,1.38045,1.28059,0.000171074,0.000171074,0.000171074
84,4760.96,0.91958,0.89398,1.07822,0.66597,0.53542,0.57787,0.4019,1.18342,1.37042,1.27573,0.000162075,0.000162075,0.000162075
85,4818.46,0.92078,0.89035,1.07376,0.64667,0.54233,0.57311,0.39536,1.18274,1.37813,1.28145,0.000153076,0.000153076,0.000153076
86,4875.78,0.91093,0.88722,1.07066,0.66193,0.52776,0.57183,0.39508,1.18272,1.38491,1.28473,0.000144077,0.000144077,0.000144077
87,4933.64,0.90669,0.87792,1.07395,0.69794,0.50937,0.57729,0.39595,1.18148,1.38056,1.27985,0.000135077,0.000135077,0.000135077
88,4991.29,0.91827,0.87787,1.07452,0.69827,0.51314,0.57922,0.39881,1.17918,1.37705,1.27807,0.000126078,0.000126078,0.000126078
89,5048.88,0.90186,0.8732,1.0688,0.70291,0.5179,0.58092,0.39776,1.18159,1.37579,1.27705,0.000117079,0.000117079,0.000117079
90,5106.19,0.89269,0.85927,1.06292,0.68211,0.53082,0.5829,0.39817,1.18717,1.3809,1.28086,0.00010808,0.00010808,0.00010808
91,5203.85,0.87319,0.78097,1.04329,0.67805,0.50934,0.56911,0.39087,1.19829,1.38636,1.29452,9.9081e-05,9.9081e-05,9.9081e-05
92,5259.66,0.85522,0.74252,1.02821,0.66169,0.52198,0.56966,0.38931,1.20313,1.38696,1.29405,9.00819e-05,9.00819e-05,9.00819e-05
93,5315.62,0.84826,0.72423,1.02683,0.72492,0.50083,0.57257,0.39477,1.19883,1.38885,1.28845,8.10828e-05,8.10828e-05,8.10828e-05
94,5373.76,0.84431,0.71593,1.02307,0.68957,0.51814,0.57552,0.39759,1.19069,1.38765,1.28418,7.20837e-05,7.20837e-05,7.20837e-05
95,5430.19,0.83692,0.70999,1.01787,0.71421,0.50502,0.57529,0.39695,1.18911,1.37872,1.28313,6.30846e-05,6.30846e-05,6.30846e-05
96,5486.24,0.83312,0.70406,1.01868,0.71059,0.5101,0.57651,0.39732,1.18979,1.39111,1.28368,5.40855e-05,5.40855e-05,5.40855e-05
97,5542.5,0.83123,0.69525,1.01409,0.69001,0.52219,0.57265,0.39528,1.19152,1.39636,1.28417,4.50864e-05,4.50864e-05,4.50864e-05
98,5601,0.82812,0.68528,1.01564,0.7108,0.51433,0.5766,0.39861,1.19545,1.39831,1.28802,3.60873e-05,3.60873e-05,3.60873e-05
99,5664.12,0.82097,0.68882,1.01217,0.68862,0.52285,0.57874,0.39965,1.19268,1.39643,1.28713,2.70882e-05,2.70882e-05,2.70882e-05
100,5722.57,0.82053,0.68011,1.0103,0.67043,0.53192,0.57668,0.39849,1.19699,1.40053,1.29208,1.80891e-05,1.80891e-05,1.80891e-05
