epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1394.27,0.88885,0.97607,1.23464,0.61529,0.33874,0.36934,0.23415,1.19793,1.62534,1.64977,0.000567034,0.000567034,0.000567034
40,1429.43,0.89293,0.98067,1.24271,0.58334,0.36767,0.37563,0.24635,1.28762,1.48444,1.73754,0.000558035,0.000558035,0.000558035
41,1464.22,0.86126,0.93868,1.2122,0.55777,0.43002,0.39701,0.25845,1.13248,1.46874,1.58752,0.000549036,0.000549036,0.000549036
42,1498.7,0.88877,0.95429,1.235,0.70927,0.35746,0.39423,0.26775,1.19132,1.46459,1.61671,0.000540037,0.000540037,0.000540037
43,1533.29,0.8658,0.92171,1.23336,0.64913,0.31965,0.36914,0.24617,1.21927,1.50417,1.62627,0.000531038,0.000531038,0.000531038
44,1567.79,0.85357,0.91736,1.21452,0.64442,0.38684,0.38442,0.26188,1.30858,1.49031,1.72847,0.000522039,0.000522039,0.000522039
45,1602.61,0.86608,0.90528,1.22127,0.64456,0.36415,0.3657,0.23278,1.28607,1.66272,1.67266,0.00051304,0.00051304,0.00051304
46,1637.88,0.83546,0.89322,1.21538,0.36994,0.39251,0.35729,0.2323,1.22496,1.57518,1.65146,0.00050404,0.00050404,0.00050404
47,1673.34,0.8369,0.88556,1.20503,0.44935,0.37135,0.3754,0.24311,1.22898,1.51327,1.66331,0.000495041,0.000495041,0.000495041
48,1708.77,0.8543,0.89299,1.21999,0.60114,0.37262,0.37627,0.25882,1.15411,1.44961,1.60734,0.000486042,0.000486042,0.000486042
49,1744,0.80995,0.84977,1.19133,0.52103,0.40255,0.36238,0.2329,1.28019,1.51778,1.70391,0.000477043,0.000477043,0.000477043
50,1779.04,0.83144,0.84761,1.18961,0.54584,0.40735,0.36934,0.24381,1.24958,1.52061,1.66119,0.000468044,0.000468044,0.000468044
51,1911.39,0.80675,0.83758,1.18635,0.50891,0.36223,0.40754,0.26775,1.23407,1.45112,1.65551,0.000459045,0.000459045,0.000459045
52,2181.67,0.80351,0.83278,1.17535,0.50868,0.36241,0.38879,0.25723,1.20563,1.64513,1.62001,0.000450046,0.000450046,0.000450046
53,2451.87,0.81318,0.84484,1.18471,0.3943,0.42876,0.39879,0.25742,1.19581,1.49364,1.65242,0.000441047,0.000441047,0.000441047
54,2723.08,0.81125,0.84565,1.1934,0.61851,0.37973,0.39349,0.25919,1.21439,1.43638,1.66623,0.000432048,0.000432048,0.000432048
55,2807.27,0.80567,0.82171,1.17354,0.59965,0.33107,0.37878,0.25237,1.19218,1.45542,1.62347,0.000423049,0.000423049,0.000423049
56,2839.79,0.78655,0.78826,1.16043,0.56426,0.39093,0.38746,0.2459,1.31939,1.48589,1.74383,0.000414049,0.000414049,0.000414049
57,2872.18,0.78403,0.78757,1.1573,0.36811,0.42147,0.38921,0.2558,1.19336,1.50123,1.58114,0.00040505,0.00040505,0.00040505
58,2904.79,0.77322,0.77494,1.1489,0.4433,0.3796,0.37421,0.25155,1.25549,1.61063,1.68256,0.000396051,0.000396051,0.000396051
59,2937.15,0.76846,0.78842,1.15638,0.5837,0.3313,0.36178,0.24305,1.19972,1.62259,1.61398,0.000387052,0.000387052,0.000387052
60,2970.09,0.76941,0.77149,1.15703,0.41563,0.34814,0.3754,0.2461,1.21504,1.57998,1.65322,0.000378053,0.000378053,0.000378053
61,3002.82,0.75996,0.75494,1.14695,0.61621,0.31884,0.36967,0.24075,1.18199,1.68208,1.59136,0.000369054,0.000369054,0.000369054
62,3035.06,0.76971,0.74506,1.15379,0.54093,0.43332,0.3901,0.25605,1.18197,1.47732,1.63324,0.000360055,0.000360055,0.000360055
