epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
74,12201.8,0.57987,0.48898,1.03913,0.58247,0.38239,0.39751,0.27233,1.25383,1.67832,1.69602,0.000252066,0.000252066,0.000252066
75,12367.3,0.5705,0.48537,1.03361,0.56432,0.41859,0.43851,0.29689,1.23211,1.64539,1.67337,0.000243067,0.000243067,0.000243067
76,12515.5,0.55868,0.47291,1.03025,0.64426,0.35064,0.40627,0.28523,1.22408,1.6555,1.70819,0.000234068,0.000234068,0.000234068
77,12678.3,0.56479,0.47368,1.0361,0.65393,0.37482,0.42418,0.29103,1.31061,1.6225,1.7651,0.000225068,0.000225068,0.000225068
78,12841.1,0.55741,0.45023,1.01846,0.58384,0.41939,0.42868,0.30001,1.19821,1.58736,1.66111,0.000216069,0.000216069,0.000216069
79,12993.4,0.56152,0.47392,1.02733,0.66347,0.38257,0.40924,0.28507,1.20902,1.61346,1.66418,0.00020707,0.00020707,0.00020707
80,13148.5,0.54013,0.4515,1.01014,0.65044,0.38028,0.40602,0.28197,1.2301,1.66123,1.69816,0.000198071,0.000198071,0.000198071
81,13315.4,0.52445,0.44746,1.01074,0.591,0.40077,0.40374,0.2839,1.20769,1.58104,1.70589,0.000189072,0.000189072,0.000189072
82,13464.5,0.53417,0.45206,1.02176,0.62528,0.3752,0.41761,0.29921,1.19838,1.54606,1.70947,0.000180073,0.000180073,0.000180073
83,13631.5,0.53035,0.44146,1.01447,0.54035,0.44128,0.41281,0.28716,1.2481,1.60694,1.72509,0.000171074,0.000171074,0.000171074
84,13798.3,0.53114,0.44231,1.01376,0.58855,0.39047,0.40625,0.28011,1.23403,1.61627,1.69723,0.000162075,0.000162075,0.000162075
85,13951.7,0.52242,0.43666,1.00403,0.63377,0.36009,0.39505,0.27861,1.2685,1.62454,1.71339,0.000153076,0.000153076,0.000153076
86,14115.1,0.53098,0.44374,1.01118,0.64914,0.34149,0.39731,0.27866,1.28723,1.71435,1.73682,0.000144077,0.000144077,0.000144077
87,14283.7,0.51405,0.42926,0.99901,0.6646,0.34944,0.40172,0.27873,1.23871,1.63556,1.70581,0.000135077,0.000135077,0.000135077
88,14432.9,0.51194,0.42488,0.9954,0.6769,0.3595,0.41189,0.29147,1.24038,1.60548,1.6919,0.000126078,0.000126078,0.000126078
89,14598.6,0.49504,0.42223,0.99131,0.59134,0.39395,0.41008,0.29839,1.21791,1.67765,1.69208,0.000117079,0.000117079,0.000117079
90,14765,0.49434,0.4086,0.99399,0.60493,0.39694,0.41461,0.29594,1.20446,1.66446,1.67139,0.00010808,0.00010808,0.00010808
91,14918.4,0.47337,0.39154,0.9644,0.61967,0.40113,0.40853,0.28488,1.27236,1.76067,1.7514,9.9081e-05,9.9081e-05,9.9081e-05
92,15070.9,0.44291,0.34255,0.94284,0.6455,0.3937,0.4197,0.29029,1.23142,1.57861,1.74028,9.00819e-05,9.00819e-05,9.00819e-05
93,15233.5,0.43462,0.31933,0.93977,0.43774,0.44778,0.41935,0.29319,1.23771,1.57379,1.73421,8.10828e-05,8.10828e-05,8.10828e-05
94,15372.4,0.42834,0.32105,0.94093,0.42638,0.44649,0.41127,0.28905,1.22546,1.62762,1.72367,7.20837e-05,7.20837e-05,7.20837e-05
95,15529.1,0.42109,0.3118,0.93438,0.47089,0.38932,0.42899,0.29804,1.22183,1.59639,1.71844,6.30846e-05,6.30846e-05,6.30846e-05
96,15672.2,0.41518,0.30462,0.92775,0.68691,0.34873,0.42719,0.29603,1.2233,1.61213,1.70358,5.40855e-05,5.40855e-05,5.40855e-05
97,15816.9,0.40549,0.30011,0.9213,0.63558,0.36558,0.42691,0.2982,1.2019,1.60013,1.70935,4.50864e-05,4.50864e-05,4.50864e-05
98,15968.5,0.39357,0.29835,0.91992,0.43265,0.38849,0.42168,0.29986,1.18606,1.57769,1.71282,3.60873e-05,3.60873e-05,3.60873e-05
99,16121.8,0.39815,0.29488,0.91381,0.41672,0.4062,0.42684,0.30339,1.18058,1.58502,1.70876,2.70882e-05,2.70882e-05,2.70882e-05
100,16253.6,0.3961,0.29255,0.9268,0.444,0.3909,0.42388,0.30142,1.1849,1.59288,1.70965,1.80891e-05,1.80891e-05,1.80891e-05
